satisfaction_level;last_evaluation;number_project;average_monthly_hours;tenure;work_accident;promotion_last_5years;salary;department;left;workload_segment;high_performer_unsatisfied;critical_tenure;overdue_promotion;risk_score;leaving_probability;attrition_risk;risk_reasons
0,83;1,0;5;240;5;0;0;low;support;1;Balanced;0;1;1;3;0,9700077207775095;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,1;0,97;6;267;4;1;0;low;support;1;Overworked;1;1;0;4;0,9699367295942604;High Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Overworked | Too Many Projects (>5) | High Performer but Unsatisfied | Low Salary
0,91;1,0;5;244;6;0;0;low;hr;1;Balanced;0;0;1;2;0,9695504713304338;High Risk;Overdue for Promotion | Low Salary
0,76;1,0;5;219;5;0;0;low;support;1;Balanced;0;1;1;3;0,9695347670285399;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,86;1,0;5;229;5;0;0;low;product_mng;1;Balanced;0;1;1;3;0,9693813558893758;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,1;0,84;7;250;4;0;0;low;product_mng;1;Overworked;1;1;0;4;0,9691810689314644;High Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Overworked | Too Many Projects (>5) | High Performer but Unsatisfied | Low Salary
0,09;0,83;7;258;4;0;0;low;product_mng;1;Overworked;1;1;0;4;0,9691810689314644;High Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Overworked | Too Many Projects (>5) | High Performer but Unsatisfied | Low Salary
0,09;0,78;6;254;4;0;0;low;support;1;Overworked;0;1;0;3;0,9689240460132996;High Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Overworked | Too Many Projects (>5) | Low Salary
0,41;0,48;2;130;3;0;0;high;support;1;Underutilized;0;1;0;2;0,9686087275306465;High Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Underutilized | Too Few Projects (<3)
0,74;1,0;5;222;6;0;0;low;accounting;1;Balanced;0;0;1;2;0,9684148576279513;High Risk;Overdue for Promotion | Low Salary
0,1;0,87;6;265;5;0;0;medium;sales;1;Overworked;1;1;1;4;0,9681506049406495;High Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Overworked | Too Many Projects (>5) | High Performer but Unsatisfied | Overdue for Promotion
0,88;1,0;5;226;6;0;0;low;marketing;1;Balanced;0;0;1;2;0,9681183964740713;High Risk;Overdue for Promotion | Low Salary
0,11;0,78;7;248;4;0;0;medium;sales;1;Balanced;0;1;0;1;0,9680080203811242;High Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Too Many Projects (>5)
0,74;1,0;5;223;5;0;0;low;accounting;1;Balanced;0;1;1;3;0,9679648198562434;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,81;1,0;5;235;5;0;0;low;accounting;1;Balanced;0;1;1;3;0,9678382719763811;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,91;1,0;5;251;6;0;0;low;sales;1;Overworked;0;0;1;3;0,9671129663037038;High Risk;Overworked | Overdue for Promotion | Low Salary
0,37;0,53;2;126;3;0;0;low;sales;1;Underutilized;0;1;0;3;0,9669098854032511;High Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Underutilized | Too Few Projects (<3) | Low Salary
0,74;1,0;5;248;5;0;0;medium;support;1;Balanced;0;1;1;2;0,9668880054008663;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion
0,09;0,77;6;310;4;0;0;low;hr;1;Overworked;0;1;0;3;0,966857078005099;High Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Overworked | Too Many Projects (>5) | Low Salary
0,43;0,5;2;161;3;0;0;low;technical;1;Balanced;0;1;0;2;0,9668011108217981;High Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Too Few Projects (<3) | Low Salary
0,11;0,93;6;253;4;1;0;low;technical;1;Overworked;1;1;0;4;0,9665918817649122;High Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Overworked | Too Many Projects (>5) | High Performer but Unsatisfied | Low Salary
0,43;0,52;2;154;3;1;0;medium;product_mng;1;Balanced;0;1;0;1;0,9662296098055476;High Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Too Few Projects (<3)
0,39;0,57;2;156;3;0;0;low;management;1;Balanced;0;1;0;2;0,9657733391022212;High Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Too Few Projects (<3) | Low Salary
0,43;0,53;2;157;3;0;0;low;RandD;1;Balanced;0;1;0;2;0,9657469139977394;High Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Too Few Projects (<3) | Low Salary
0,46;0,48;2;161;3;0;0;low;technical;1;Balanced;0;1;0;2;0,9657196764079398;High Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Too Few Projects (<3) | Low Salary
0,43;0,55;2;159;3;0;0;low;RandD;1;Balanced;0;1;0;2;0,9655554703051543;High Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Too Few Projects (<3) | Low Salary
0,83;0,96;5;275;5;0;0;low;support;1;Overworked;0;1;1;4;0,9652861202178907;High Risk;Critical Tenure (Year 3-5) | Overworked | Overdue for Promotion | Low Salary
0,78;1,0;5;220;5;0;0;low;technical;1;Balanced;0;1;1;3;0,9651223974492238;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,88;1,0;5;219;5;0;0;low;technical;1;Balanced;0;1;1;3;0,9650085851271386;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,83;1,0;5;224;5;0;0;low;technical;1;Balanced;0;1;1;3;0,9650085851271386;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,41;0,48;2;126;3;0;0;low;technical;1;Underutilized;0;1;0;3;0,9648180740629705;High Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Underutilized | Too Few Projects (<3) | Low Salary
0,09;0,77;6;244;4;0;0;low;product_mng;1;Balanced;0;1;0;2;0,9645623279063384;High Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Too Many Projects (>5) | Low Salary
0,85;0,95;5;236;5;0;0;low;hr;1;Balanced;0;1;1;3;0,9645518802279021;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,1;0,77;6;280;4;0;0;medium;sales;1;Overworked;0;1;0;2;0,9645146028781117;High Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Overworked | Too Many Projects (>5)
0,83;0,9;5;245;5;0;0;low;product_mng;1;Balanced;0;1;1;3;0,9642445864653821;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,9;1,0;5;221;5;0;0;low;support;1;Balanced;0;1;1;3;0,964037071202606;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,89;1,0;5;253;5;0;0;medium;technical;1;Overworked;0;1;1;3;0,9639072708963918;High Risk;Critical Tenure (Year 3-5) | Overworked | Overdue for Promotion
0,43;0,57;2;159;3;1;0;low;technical;1;Balanced;0;1;0;2;0,9636643567407766;High Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Too Few Projects (<3) | Low Salary
0,1;0,79;6;275;4;0;0;low;management;1;Overworked;0;1;0;3;0,9636104798612156;High Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Overworked | Too Many Projects (>5) | Low Salary
0,78;0,96;5;272;5;0;0;low;sales;1;Overworked;0;1;1;4;0,9633188045821602;High Risk;Critical Tenure (Year 3-5) | Overworked | Overdue for Promotion | Low Salary
0,74;0,99;5;263;5;0;0;low;RandD;1;Overworked;0;1;1;4;0,96320008355336;High Risk;Critical Tenure (Year 3-5) | Overworked | Overdue for Promotion | Low Salary
0,83;1,0;5;263;5;0;0;medium;technical;1;Overworked;0;1;1;3;0,9631814969491644;High Risk;Critical Tenure (Year 3-5) | Overworked | Overdue for Promotion
0,1;0,83;6;264;4;1;0;medium;sales;1;Overworked;1;1;0;3;0,9631718047906169;High Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Overworked | Too Many Projects (>5) | High Performer but Unsatisfied
0,77;0,92;5;255;5;0;0;low;marketing;1;Overworked;0;1;1;4;0,9630538764813577;High Risk;Critical Tenure (Year 3-5) | Overworked | Overdue for Promotion | Low Salary
0,81;0,92;5;239;5;0;0;low;product_mng;1;Balanced;0;1;1;3;0,9630400151505344;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,76;0,93;5;238;5;0;0;low;product_mng;1;Balanced;0;1;1;3;0,9630063836685708;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,74;0,89;5;259;5;0;0;low;RandD;1;Overworked;0;1;1;4;0,9629656860957367;High Risk;Critical Tenure (Year 3-5) | Overworked | Overdue for Promotion | Low Salary
0,79;0,91;5;271;5;0;0;low;sales;1;Overworked;0;1;1;4;0,9626036768774611;High Risk;Critical Tenure (Year 3-5) | Overworked | Overdue for Promotion | Low Salary
0,46;0,53;2;143;3;1;0;low;technical;1;Underutilized;0;1;0;3;0,9625878391834297;High Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Underutilized | Too Few Projects (<3) | Low Salary
0,77;0,98;5;259;6;0;0;low;product_mng;1;Overworked;0;0;1;3;0,9625230797266805;High Risk;Overworked | Overdue for Promotion | Low Salary
0,84;0,98;5;270;5;0;0;low;sales;1;Overworked;0;1;1;4;0,9625179674160761;High Risk;Critical Tenure (Year 3-5) | Overworked | Overdue for Promotion | Low Salary
0,9;0,98;5;243;6;0;0;low;marketing;1;Balanced;0;0;1;2;0,9623735028023119;High Risk;Overdue for Promotion | Low Salary
0,86;1,0;5;257;5;0;0;medium;technical;1;Overworked;0;1;1;3;0,9622757135791954;High Risk;Critical Tenure (Year 3-5) | Overworked | Overdue for Promotion
0,73;0,89;5;236;6;0;0;low;product_mng;1;Balanced;0;0;1;2;0,9622620707953833;High Risk;Overdue for Promotion | Low Salary
0,78;0,94;5;271;6;0;0;low;IT;1;Overworked;0;0;1;3;0,9622044825345594;High Risk;Overworked | Overdue for Promotion | Low Salary
0,88;1,0;5;247;5;0;0;medium;sales;1;Balanced;0;1;1;2;0,9620825987238283;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion
0,75;0,99;5;221;5;0;0;low;product_mng;1;Balanced;0;1;1;3;0,961992923983545;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,78;1,0;4;253;5;0;0;low;marketing;1;Overworked;0;1;1;4;0,9618821923894514;High Risk;Critical Tenure (Year 3-5) | Overworked | Overdue for Promotion | Low Salary
0,09;0,77;6;244;4;0;0;low;marketing;1;Balanced;0;1;0;2;0,9618571250970968;High Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Too Many Projects (>5) | Low Salary
0,75;1,0;5;223;6;0;0;medium;accounting;1;Balanced;0;0;1;1;0,9618012237224476;High Risk;Overdue for Promotion
0,78;0,86;5;274;5;0;0;low;sales;1;Overworked;0;1;1;4;0,9617182439908271;High Risk;Critical Tenure (Year 3-5) | Overworked | Overdue for Promotion | Low Salary
0,78;0,86;5;260;6;0;0;low;marketing;1;Overworked;0;0;1;3;0,9617159161165307;High Risk;Overworked | Overdue for Promotion | Low Salary
0,73;1,0;5;274;5;0;0;low;product_mng;1;Overworked;0;1;1;4;0,9617102159472729;High Risk;Critical Tenure (Year 3-5) | Overworked | Overdue for Promotion | Low Salary
0,83;1,0;5;269;5;0;0;medium;IT;1;Overworked;0;1;1;3;0,9616961094610662;High Risk;Critical Tenure (Year 3-5) | Overworked | Overdue for Promotion
0,78;0,98;5;239;6;0;0;low;marketing;1;Balanced;0;0;1;2;0,9616941608740426;High Risk;Overdue for Promotion | Low Salary
0,42;0,5;2;128;3;0;0;high;accounting;1;Underutilized;0;1;0;2;0,96163613575968;High Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Underutilized | Too Few Projects (<3)
0,84;1,0;5;218;5;0;0;medium;technical;1;Balanced;0;1;1;2;0,9615379965507654;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion
0,81;0,9;5;238;6;0;0;low;marketing;1;Balanced;0;0;1;2;0,9614379638774123;High Risk;Overdue for Promotion | Low Salary
0,81;1,0;4;241;5;0;0;low;hr;1;Balanced;0;1;1;3;0,9613118711656514;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,76;0,87;5;245;5;0;0;low;sales;1;Balanced;0;1;1;3;0,961304920387891;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,86;1,0;5;227;5;0;0;medium;technical;1;Balanced;0;1;1;2;0,9613021008643579;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion
0,84;0,94;5;222;6;0;0;low;product_mng;1;Balanced;0;0;1;2;0,9612764351062247;High Risk;Overdue for Promotion | Low Salary
0,85;0,99;5;248;5;0;0;low;sales;1;Balanced;0;1;1;3;0,9612271067812734;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,87;0,94;5;219;5;0;0;low;marketing;1;Balanced;0;1;1;3;0,9611654296246525;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,1;0,95;6;264;5;0;0;medium;RandD;1;Overworked;1;1;1;4;0,9611626030022882;High Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Overworked | Too Many Projects (>5) | High Performer but Unsatisfied | Overdue for Promotion
0,82;0,86;5;243;5;0;0;low;IT;1;Balanced;0;1;1;3;0,9609771561403414;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,81;0,98;5;245;5;0;0;low;IT;1;Balanced;0;1;1;3;0,9609494750995202;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,74;1,0;4;253;5;0;0;low;sales;1;Overworked;0;1;1;4;0,9609478690432559;High Risk;Critical Tenure (Year 3-5) | Overworked | Overdue for Promotion | Low Salary
0,75;0,99;5;254;5;0;0;low;sales;1;Overworked;0;1;1;4;0,9608966585942376;High Risk;Critical Tenure (Year 3-5) | Overworked | Overdue for Promotion | Low Salary
0,74;0,93;5;244;5;0;0;low;technical;1;Balanced;0;1;1;3;0,9606248383388362;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,85;1,0;4;234;5;0;0;low;hr;1;Balanced;0;1;1;3;0,9606012665228364;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,76;0,89;5;262;5;0;0;low;sales;1;Overworked;0;1;1;4;0,9605943596630705;High Risk;Critical Tenure (Year 3-5) | Overworked | Overdue for Promotion | Low Salary
0,11;0,79;6;247;4;0;0;medium;RandD;1;Balanced;0;1;0;1;0,9605911530454537;High Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Too Many Projects (>5)
0,9;0,98;5;245;5;0;0;low;IT;1;Balanced;0;1;1;3;0,9605695652288907;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,9;0,92;5;245;5;0;0;low;sales;1;Balanced;0;1;1;3;0,9605556706658437;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,85;0,87;5;245;5;0;0;low;technical;1;Balanced;0;1;1;3;0,9605537474857658;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,75;0,87;5;246;5;0;0;low;technical;1;Balanced;0;1;1;3;0,9603931167251694;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,11;0,77;7;273;4;0;0;low;management;1;Overworked;0;1;0;3;0,960353935998303;High Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Overworked | Too Many Projects (>5) | Low Salary
0,79;0,93;5;269;5;0;0;low;accounting;1;Overworked;0;1;1;4;0,9603455203089729;High Risk;Critical Tenure (Year 3-5) | Overworked | Overdue for Promotion | Low Salary
0,77;0,89;5;243;5;0;0;low;technical;1;Balanced;0;1;1;3;0,9602112256591773;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,9;0,94;5;247;5;0;0;low;technical;1;Balanced;0;1;1;3;0,9602003588418365;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,89;0,92;5;242;5;0;0;low;sales;1;Balanced;0;1;1;3;0,9601505098926921;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,87;0,9;5;252;5;0;0;low;IT;1;Overworked;0;1;1;4;0,9601346324280445;High Risk;Critical Tenure (Year 3-5) | Overworked | Overdue for Promotion | Low Salary
0,89;0,89;5;262;5;0;0;low;accounting;1;Overworked;0;1;1;4;0,9601198462182176;High Risk;Critical Tenure (Year 3-5) | Overworked | Overdue for Promotion | Low Salary
0,86;0,91;5;265;5;0;0;low;IT;1;Overworked;0;1;1;4;0,9600613950285545;High Risk;Critical Tenure (Year 3-5) | Overworked | Overdue for Promotion | Low Salary
0,75;0,86;5;260;5;0;0;low;IT;1;Overworked;0;1;1;4;0,9599926288749906;High Risk;Critical Tenure (Year 3-5) | Overworked | Overdue for Promotion | Low Salary
0,84;1,0;5;234;5;0;0;medium;technical;1;Balanced;0;1;1;2;0,9599880093852289;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion
0,78;0,87;5;243;5;0;0;low;technical;1;Balanced;0;1;1;3;0,9599479968516469;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,77;0,96;5;249;6;0;0;low;technical;1;Balanced;0;0;1;2;0,9599182609675003;High Risk;Overdue for Promotion | Low Salary
0,78;0,93;5;225;5;0;0;low;sales;1;Balanced;0;1;1;3;0,9598486657300718;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,75;0,93;5;229;5;0;0;low;sales;1;Balanced;0;1;1;3;0,9598336920971836;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,74;0,97;5;238;5;0;0;low;IT;1;Balanced;0;1;1;3;0,959796981764094;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,79;0,87;5;261;5;0;0;low;sales;1;Overworked;0;1;1;4;0,9597610269097154;High Risk;Critical Tenure (Year 3-5) | Overworked | Overdue for Promotion | Low Salary
0,89;0,91;5;260;5;0;0;low;sales;1;Overworked;0;1;1;4;0,9597361169133671;High Risk;Critical Tenure (Year 3-5) | Overworked | Overdue for Promotion | Low Salary
0,77;0,92;5;235;5;0;0;low;IT;1;Balanced;0;1;1;3;0,9597163314322128;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,78;0,98;5;263;6;0;0;low;sales;1;Overworked;0;0;1;3;0,9596521798027533;High Risk;Overworked | Overdue for Promotion | Low Salary
0,88;0,99;5;262;6;0;0;low;sales;1;Overworked;0;0;1;3;0,9596351880348922;High Risk;Overworked | Overdue for Promotion | Low Salary
0,82;0,85;5;248;5;0;0;low;sales;1;Balanced;0;1;1;3;0,9596164662992243;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,84;0,97;5;256;5;0;0;low;support;1;Overworked;0;1;1;4;0,9596069247318552;High Risk;Critical Tenure (Year 3-5) | Overworked | Overdue for Promotion | Low Salary
0,9;0,99;5;260;5;0;0;low;sales;1;Overworked;0;1;1;4;0,9595852685744145;High Risk;Critical Tenure (Year 3-5) | Overworked | Overdue for Promotion | Low Salary
0,75;0,9;5;256;5;0;0;low;support;1;Overworked;0;1;1;4;0,9595757132950662;High Risk;Critical Tenure (Year 3-5) | Overworked | Overdue for Promotion | Low Salary
0,79;0,92;5;254;6;0;0;low;sales;1;Overworked;0;0;1;3;0,9595473471404401;High Risk;Overworked | Overdue for Promotion | Low Salary
0,1;0,86;7;261;5;0;0;low;technical;1;Overworked;1;1;1;5;0,9595139978191501;High Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Overworked | Too Many Projects (>5) | High Performer but Unsatisfied | Overdue for Promotion | Low Salary
0,73;0,86;5;249;5;0;0;low;technical;1;Balanced;0;1;1;3;0,9594873333552003;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,79;0,89;5;239;5;0;0;low;sales;1;Balanced;0;1;1;3;0,9594532051016316;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,82;0,94;5;236;5;0;0;low;sales;1;Balanced;0;1;1;3;0,959450785056457;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,74;1,0;4;249;5;0;0;low;IT;1;Balanced;0;1;1;3;0,9594359357100279;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,11;0,82;6;304;4;1;0;low;accounting;1;Overworked;1;1;0;4;0,9594343453388214;High Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Overworked | Too Many Projects (>5) | High Performer but Unsatisfied | Low Salary
0,9;1,0;5;232;5;0;0;medium;technical;1;Balanced;0;1;1;2;0,9594209026095011;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion
0,92;0,9;5;248;5;0;0;low;sales;1;Balanced;0;1;1;3;0,9593745804922714;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,82;0,92;5;225;5;0;0;low;sales;1;Balanced;0;1;1;3;0,9593592121161281;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,77;0,99;5;228;5;0;0;low;support;1;Balanced;0;1;1;3;0,9593566650400328;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,75;0,89;5;276;5;0;0;low;RandD;1;Overworked;0;1;1;4;0,9593385170769058;High Risk;Critical Tenure (Year 3-5) | Overworked | Overdue for Promotion | Low Salary
0,84;0,94;5;262;5;0;0;low;technical;1;Overworked;0;1;1;4;0,9592550723651894;High Risk;Critical Tenure (Year 3-5) | Overworked | Overdue for Promotion | Low Salary
0,81;0,97;5;230;5;0;0;low;support;1;Balanced;0;1;1;3;0,9592394652770259;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,76;0,87;5;262;5;0;0;low;support;1;Overworked;0;1;1;4;0,9592392470880458;High Risk;Critical Tenure (Year 3-5) | Overworked | Overdue for Promotion | Low Salary
0,87;0,91;5;228;5;0;0;low;support;1;Balanced;0;1;1;3;0,9590137911862705;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,82;0,86;5;257;5;0;0;low;sales;1;Overworked;0;1;1;4;0,9589968381420613;High Risk;Critical Tenure (Year 3-5) | Overworked | Overdue for Promotion | Low Salary
0,78;1,0;5;236;5;0;0;medium;sales;1;Balanced;0;1;1;2;0,9589409296304875;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion
0,38;0,5;2;150;3;1;0;medium;support;1;Underutilized;0;1;0;2;0,9589239968107267;High Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Underutilized | Too Few Projects (<3)
0,86;0,96;5;238;5;0;0;low;technical;0;Balanced;0;1;1;3;0,958921929170933;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,74;0,87;5;258;5;0;0;low;accounting;1;Overworked;0;1;1;4;0,9588245096254141;High Risk;Critical Tenure (Year 3-5) | Overworked | Overdue for Promotion | Low Salary
0,87;0,88;5;269;5;0;0;low;technical;1;Overworked;0;1;1;4;0,9588119212907357;High Risk;Critical Tenure (Year 3-5) | Overworked | Overdue for Promotion | Low Salary
0,73;0,87;5;257;5;0;0;low;IT;1;Overworked;0;1;1;4;0,958766058435751;High Risk;Critical Tenure (Year 3-5) | Overworked | Overdue for Promotion | Low Salary
0,87;0,88;5;262;6;0;0;low;sales;1;Overworked;0;0;1;3;0,9587428198626177;High Risk;Overworked | Overdue for Promotion | Low Salary
0,77;1,0;4;249;6;0;0;medium;support;1;Balanced;0;0;1;1;0,9587382455273918;High Risk;Overdue for Promotion
0,83;0,88;5;239;5;0;0;low;support;1;Balanced;0;1;1;3;0,9586340803846589;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,86;1,0;4;250;6;0;0;medium;support;1;Overworked;0;0;1;2;0,9586244332053064;High Risk;Overworked | Overdue for Promotion
0,8;0,87;5;240;6;0;0;low;technical;1;Balanced;0;0;1;2;0,9586048632977304;High Risk;Overdue for Promotion | Low Salary
0,81;0,87;4;254;5;0;0;low;marketing;1;Overworked;0;1;1;4;0,9585504586640384;High Risk;Critical Tenure (Year 3-5) | Overworked | Overdue for Promotion | Low Salary
0,82;0,91;5;232;5;0;0;low;technical;1;Balanced;0;1;1;3;0,9585090581750794;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,81;0,93;5;265;6;0;0;low;technical;1;Overworked;0;0;1;3;0,9584792522981384;High Risk;Overworked | Overdue for Promotion | Low Salary
0,84;0,88;5;237;5;0;0;low;technical;1;Balanced;0;1;1;3;0,9584787780964793;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,77;0,94;5;226;6;0;0;low;support;1;Balanced;0;0;1;2;0,9584459204191593;High Risk;Overdue for Promotion | Low Salary
0,87;0,97;5;250;6;0;0;low;support;1;Overworked;0;0;1;3;0,9584423862672844;High Risk;Overworked | Overdue for Promotion | Low Salary
0,81;0,95;5;238;6;0;0;low;technical;1;Balanced;0;0;1;2;0,9584032903885007;High Risk;Overdue for Promotion | Low Salary
0,83;0,93;5;257;5;0;0;low;technical;1;Overworked;0;1;1;4;0,9583799087408758;High Risk;Critical Tenure (Year 3-5) | Overworked | Overdue for Promotion | Low Salary
0,83;0,92;5;267;6;0;0;low;support;1;Overworked;0;0;1;3;0,9583691488677943;High Risk;Overworked | Overdue for Promotion | Low Salary
0,89;0,85;5;266;5;0;0;low;sales;1;Overworked;0;1;1;4;0,9583545379629949;High Risk;Critical Tenure (Year 3-5) | Overworked | Overdue for Promotion | Low Salary
0,74;0,89;5;229;6;0;0;low;support;1;Balanced;0;0;1;2;0,958300896660285;High Risk;Overdue for Promotion | Low Salary
0,88;0,86;5;258;5;0;0;low;support;1;Overworked;0;1;1;4;0,9582805956664252;High Risk;Critical Tenure (Year 3-5) | Overworked | Overdue for Promotion | Low Salary
0,87;0,9;5;254;6;0;0;low;support;1;Overworked;0;0;1;3;0,958216712176529;High Risk;Overworked | Overdue for Promotion | Low Salary
0,11;0,93;7;288;4;0;0;high;sales;1;Overworked;1;1;0;3;0,9582116371504515;High Risk;Low Satisfaction | Critical Tenure (Year 3-5) | Overworked | Too Many Projects (>5) | High Performer but Unsatisfied
0,89;0,96;5;221;5;0;0;low;technical;1;Balanced;0;1;1;3;0,9581785774117084;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,76;0,95;4;259;5;0;0;low;RandD;1;Overworked;0;1;1;4;0,9581671378010043;High Risk;Critical Tenure (Year 3-5) | Overworked | Overdue for Promotion | Low Salary
0,87;0,9;5;258;5;0;0;low;support;1;Overworked;0;1;1;4;0,9580814428023702;High Risk;Critical Tenure (Year 3-5) | Overworked | Overdue for Promotion | Low Salary
0,92;0,93;5;240;5;0;0;low;sales;1;Balanced;0;1;1;3;0,958055414435062;High Risk;Critical Tenure (Year 3-5) | Overdue for Promotion | Low Salary
0,83;0,95;5;258;5;0;0;low;technical;1;Overworked;0;1;1;4;0,9580285019259499;High Risk;Critical Tenure (Year 3-5) | Overworked | Overdue for Promotion | Low Salary
0,91;0,94;5;257;5;0;0;low;technical;1;Overworked;0;1;1;4;0,9579999988702462;High Risk;Critical Tenure (Year 3-5) | Overworked | Overdue for Promotion | Low Salary
0,84;0,85;5;260;5;0;0;low;support;1;Overworked;0;1;1;4;0,9579264342912375;High Risk;Critical Tenure (Year 3-5) | Overworked | Overdue for Promotion | Low Salary
0,75;0,85;5;267;5;0;0;low;support;1;Overworked;0;1;1;4;0,9576585152736184;High Risk;Critical Tenure (Year 3-5) | Overworked | Overdue for Promotion | Low Salary
